,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1
74,3700,0.00017020758241415024,0.00014437874779105186,2.2542293663718738e-05,2.0326220692368224e-05,3.2865377761481795e-06,25,0.00014707987429574132,3.077639848925173e-05,0.00011044905841117725,2.0579016563715413e-05,5.854420123796444e-06,30
75,3750,3.3784224797273055e-05,9.038874850375578e-06,2.1630898118019104e-05,2.0396377294673584e-05,3.114452283625724e-06,24,0.00016657012747600675,5.1934934163000435e-05,0.00010886350355576724,2.063127249130048e-05,5.771683390776161e-06,30
76,3800,3.101223774137907e-05,6.7768819462799e-06,2.1183628632570617e-05,2.0453036995604634e-05,3.051726480407524e-06,24,0.00013397821749094874,2.0716797735076398e-05,0.000107586856756825,2.0682247850345448e-05,5.674561634805286e-06,30
77,3850,3.337935049785301e-05,9.407083780388348e-06,2.0989527911297046e-05,2.051163937721867e-05,2.9827394882886438e-06,24,0.00013428294914774597,2.243661401735153e-05,0.00010626226139720529,2.0730945834657177e-05,5.584075097431196e-06,30
78,3900,2.9869093850720674e-05,6.526311153720599e-06,2.0426301489351317e-05,2.0571274944813922e-05,2.916482344517135e-06,24,0.0001350868260487914,2.4763883629930206e-05,0.0001048136837198399,2.077822864521295e-05,5.5092655202315655e-06,30
79,3950,5.200845771469176e-05,2.8465901777963154e-05,2.0684017727035098e-05,2.0632011000998318e-05,2.8585398013092345e-06,24,0.00013109768042340875,2.2071146304369904e-05,0.0001036022076732479,2.0824250896112062e-05,5.42433190275915e-06,30
80,4000,2.854707054211758e-05,5.831650469190208e-06,1.9918279576813802e-05,2.069056426989846e-05,2.7971404961135704e-06,24,0.00013666553422808647,2.9262278985697776e-05,0.00010205386934103444,2.0869032596237957e-05,5.349387265596306e-06,30
81,4050,2.8957361791981384e-05,6.668881724181119e-06,1.9549857825040817e-05,2.0749699615407735e-05,2.738622924880474e-06,24,0.00012837852409575135,2.2114914827398024e-05,0.00010100115468958393,2.0912091713398695e-05,5.262452305032639e-06,30
82,4100,2.9459068173309788e-05,7.423253009619657e-06,1.934682222781703e-05,2.080664853565395e-05,2.688992253752076e-06,24,0.00012367131421342492,1.8681046640267596e-05,9.98011528281495e-05,2.0953879356966354e-05,5.189106559555512e-06,30
83,4150,3.2005831599235535e-05,1.0359993211750407e-05,1.9012295524589717e-05,2.0863315512542613e-05,2.633542635521735e-06,24,0.00012873715604655445,2.524529554648325e-05,9.837625111686066e-05,2.0996318198740482e-05,5.115601197758224e-06,30
