,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4
30,1500,0.000132017710711807,5.214586417423561e-05,7.847845699870959e-05,1.3933848777014646e-06,0.0,14,7.742091111140326e-05,2.5505081794108264e-05,4.959323996445164e-05,2.322590034964378e-06,0.0,22,0.00013307797780726105,4.708694541477598e-05,8.306456584250554e-05,2.9264585919008823e-06,0.0,25,0.0001310037332586944,3.9260445191757753e-05,8.966890163719654e-05,2.074390977213625e-06,0.0,21,7.016805466264486e-05,2.3099470126908273e-05,4.499633359955624e-05,2.072251390927704e-06,0.0,20
31,1550,0.00012551111285574734,4.898616680293344e-05,7.515323522966355e-05,1.3717044566874392e-06,0.0,14,7.295751856872812e-05,2.2915024601388723e-05,4.77690264233388e-05,2.2734668618795695e-06,0.0,22,0.00012905769108328968,4.6725119318580255e-05,7.944541721371934e-05,2.8871522772533353e-06,0.0,25,8.828330464893952e-05,2.2855163479107432e-05,6.340810796245933e-05,2.020028432525578e-06,0.0,21,7.002431811997667e-05,2.1976155039737932e-05,4.603236084221862e-05,2.0158063307462726e-06,0.0,20
32,1600,0.00012225161481183022,4.8551595682511106e-05,7.234913209686056e-05,1.3508896472558263e-06,0.0,14,7.28312079445459e-05,2.268753269163426e-05,4.791565879713744e-05,2.2280112261796603e-06,0.0,21,0.000123374949907884,4.484579767449759e-05,7.568197179352865e-05,2.8471888526837574e-06,0.0,25,9.320616663899273e-05,2.5284285584348254e-05,6.593317812075838e-05,1.9887036160071148e-06,0.0,21,6.659859354840592e-05,2.179275543312542e-05,4.283657108317129e-05,1.969264530998771e-06,0.0,18
33,1650,0.00011925514991162345,4.848687240155414e-05,6.942624895600602e-05,1.3420293498711544e-06,0.0,13,7.361476309597492e-05,2.5009036107803695e-05,4.6428282075794414e-05,2.1774490051029716e-06,0.0,20,0.0001240055134985596,4.324612382333726e-05,7.795618148520589e-05,2.803215011226712e-06,0.0,24,9.554720600135624e-05,2.4853126888046972e-05,6.873855454614386e-05,1.9555197923182277e-06,0.0,21,6.621736247325316e-05,2.1243451556074433e-05,4.304855610826053e-05,1.9253538994234987e-06,0.0,17
34,1700,0.00011846514098579064,4.951527444063686e-05,6.763265992049128e-05,1.3172000308259157e-06,0.0,13,7.710576028330252e-05,2.4714126993785612e-05,5.0274426030227914e-05,2.117207259288989e-06,0.0,20,0.00012108909868402407,4.1950454033212736e-05,7.63793577789329e-05,2.759283688646974e-06,0.0,24,9.021154983201995e-05,2.3746091756038368e-05,6.45356485620141e-05,1.929808377099107e-06,0.0,20,6.648260750807822e-05,2.1315512640285306e-05,4.3296160583849996e-05,1.8709336018218892e-06,0.0,17
35,1750,0.00011529365292517468,4.7358924348372966e-05,6.663116801064461e-05,1.3035630672675325e-06,0.0,13,6.847410259069875e-05,2.2778182028559968e-05,4.361918763606809e-05,2.0767311070812866e-06,0.0,20,0.00011762405483750626,4.194160283077508e-05,7.296881813090295e-05,2.7136318294651574e-06,0.0,24,8.735038136364892e-05,2.2454833015217446e-05,6.299763481365517e-05,1.8979152400788735e-06,0.0,20,6.433841917896643e-05,2.1119858502061106e-05,4.139970405958593e-05,1.8188612784797442e-06,0.0,17
36,1800,0.00011287791130598634,4.625553992809728e-05,6.53342212899588e-05,1.2881514521723147e-06,0.0,13,6.834411033196375e-05,2.3133707145461813e-05,4.31842272519134e-05,2.026175025093835e-06,0.0,19,0.0001153303892351687,4.084646934643388e-05,7.181734690675512e-05,2.666574573595426e-06,0.0,24,8.306209201691672e-05,2.2649261154583655e-05,5.854968185303733e-05,1.8631436660143663e-06,0.0,20,6.296687934082001e-05,2.0652702005463652e-05,4.0544269722886384e-05,1.7699052250463865e-06,0.0,17
37,1850,0.00011382482625776902,4.659975820686668e-05,6.595245940843597e-05,1.2726076192848268e-06,0.0,13,6.692842725897208e-05,2.277584462717641e-05,4.215481749270111e-05,1.997766275962931e-06,0.0,19,0.00011327713582431898,3.96855830331333e-05,7.097370689734817e-05,2.6178490770689677e-06,0.0,24,8.596402039984241e-05,2.357776065764483e-05,6.055978519725613e-05,1.8264775007992284e-06,0.0,20,6.13610100117512e-05,2.03691452043131e-05,3.925633427570574e-05,1.7355338286506594e-06,0.0,17
38,1900,0.0001103018075809814,4.5077107643010095e-05,6.396685057552531e-05,1.2578465202750522e-06,0.0,13,7.48384918551892e-05,2.5895084036164917e-05,4.698862903751433e-05,1.9547774172679055e-06,0.0,18,0.00011122874275315553,3.8652517105219886e-05,7.000900222919881e-05,2.567216597526567e-06,0.0,24,8.844968397170305e-05,2.270541517646052e-05,6.395734089892358e-05,1.7869282373794704e-06,0.0,20,6.500862946268171e-05,2.1022693545091897e-05,4.228518082527444e-05,1.700756683931104e-06,0.0,17
39,1950,0.00010950175055768341,4.485997123993002e-05,6.339907849906012e-05,1.242706275661476e-06,0.0,13,6.449150532716885e-05,2.220920032414142e-05,4.036269456264563e-05,1.9196056655346183e-06,0.0,18,0.00011003553663613275,3.6155157431494445e-05,7.136534986784682e-05,2.5150304736598628e-06,0.0,23,8.025152055779472e-05,2.2999234715825878e-05,5.5497275752713904e-05,1.7550142956679338e-06,0.0,20,6.30242211627774e-05,1.9983970560133457e-05,4.1373554267920554e-05,1.666696448410221e-06,0.0,17
