,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,coeff_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,coeff_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,coeff_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,coeff_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,coeff_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,coeff_5,total_6,decoder_6,sindy_x_6,reg_6,sindy_z_6,active_coeffs_6,coeff_6,total_7,decoder_7,sindy_x_7,reg_7,sindy_z_7,active_coeffs_7,coeff_7,total_8,decoder_8,sindy_x_8,reg_8,sindy_z_8,active_coeffs_8,coeff_8,total_9,decoder_9,sindy_x_9,reg_9,sindy_z_9,active_coeffs_9,coeff_9,total_10,decoder_10,sindy_x_10,reg_10,sindy_z_10,active_coeffs_10,coeff_10,total_11,decoder_11,sindy_x_11,reg_11,sindy_z_11,active_coeffs_11,coeff_11,total_12,decoder_12,sindy_x_12,reg_12,sindy_z_12,active_coeffs_12,coeff_12,total_13,decoder_13,sindy_x_13,reg_13,sindy_z_13,active_coeffs_13,coeff_13,total_14,decoder_14,sindy_x_14,reg_14,sindy_z_14,active_coeffs_14,coeff_14,total_15,decoder_15,sindy_x_15,reg_15,sindy_z_15,active_coeffs_15,coeff_15,total_16,decoder_16,sindy_x_16,reg_16,sindy_z_16,active_coeffs_16,coeff_16,total_17,decoder_17,sindy_x_17,reg_17,sindy_z_17,active_coeffs_17,coeff_17,total_18,decoder_18,sindy_x_18,reg_18,sindy_z_18,active_coeffs_18,coeff_18,total_19,decoder_19,sindy_x_19,reg_19,sindy_z_19,active_coeffs_19,coeff_19
85,4250,7.998964429134503e-05,2.0870329535682686e-05,5.0755908887367696e-05,8.363405868294649e-06,0.0,18,0.2857142857142857,2.5007657313835807e-05,6.903318990225671e-06,9.900980330712628e-06,8.203357538150158e-06,0.0,23,0.14285714285714285,5.4501757404068485e-05,5.344699275156017e-06,2.670080903044436e-05,2.2456250007962808e-05,0.0,21,0.2857142857142857,3.927881334675476e-05,1.0613763151923195e-05,1.2195137060189154e-05,1.6469910406158306e-05,0.0,19,0.2857142857142857,0.00014036289940122515,6.0349288105499e-05,7.138172804843634e-05,8.63189052324742e-06,0.0,20,0.2857142857142857,3.645402466645464e-05,9.564624633640051e-06,1.9470226106932387e-05,7.419173925882205e-06,0.0,28,0.42857142857142855,2.426938408461865e-05,4.353601070761215e-06,1.1202317182323895e-05,8.713464922038838e-06,0.0,29,0.14285714285714285,6.202273652888834e-05,1.434785190213006e-05,3.7452715332619846e-05,1.0222163837170228e-05,0.0,27,0.14285714285714285,0.0008573742234148085,0.0003134375438094139,0.0005394742474891245,4.462468041310785e-06,0.0,11,0.7142857142857143,0.0004884802619926631,5.7100754929706454e-05,0.0004245592572260648,6.820257112849504e-06,0.0,21,0.5714285714285714,2.2463380446424708e-05,3.0798387342656497e-06,7.992848622961901e-06,1.1390692634449806e-05,0.0,19,0.42857142857142855,3.9617312722839415e-05,5.299566055327887e-06,1.6074143786681816e-05,1.824360151658766e-05,0.0,20,0.2857142857142857,1.6587528079980984e-05,1.536738409413374e-06,2.7873984436155297e-06,1.2263391909073107e-05,0.0,13,0.42857142857142855,0.00012935721315443516,3.3633677958277985e-05,8.851320308167487e-05,7.210333933471702e-06,0.0,16,0.5714285714285714,4.421035555424169e-05,1.7930951798916794e-05,1.44799159897957e-05,1.1799486856034491e-05,0.0,23,0.5714285714285714,2.2622512915404513e-05,4.33273544331314e-06,1.0089183888339903e-05,8.20059358375147e-06,0.0,22,0.2857142857142857,5.120729474583641e-05,1.3566603229264729e-05,2.895167017413769e-05,8.689018613949884e-06,0.0,31,0.2857142857142857,1.498908932262566e-05,2.6564980544208083e-06,2.3498157588619506e-06,9.982775736716576e-06,0.0,31,0.0,1.553134643472731e-05,3.2716425266698934e-06,5.486572263180278e-06,6.773130735382438e-06,0.0,26,0.14285714285714285,2.1139238015166484e-05,5.634076842397917e-06,7.035518592601875e-06,8.469643034914043e-06,0.0,28,0.14285714285714285
86,4300,7.986795390024781e-05,2.1564374037552625e-05,5.00267997267656e-05,8.276779226434883e-06,0.0,18,0.2857142857142857,2.3704180421191268e-05,5.629102815873921e-06,9.904148100758903e-06,8.170929504558444e-06,0.0,23,0.14285714285714285,5.4927964811213315e-05,5.61865772397141e-06,2.6896783310803585e-05,2.241252332169097e-05,0.0,21,0.2857142857142857,3.775780714931898e-05,9.745524039317388e-06,1.1589288988034241e-05,1.642299503146205e-05,0.0,19,0.2857142857142857,0.00013970612781122327,5.984154267935082e-05,7.125744014047086e-05,8.60713316797046e-06,0.0,20,0.2857142857142857,3.699768421938643e-05,1.0526873666094616e-05,1.9095874449703842e-05,7.374936558335321e-06,0.0,28,0.42857142857142855,2.6377061658422463e-05,6.296620085777249e-06,1.1443326002336107e-05,8.637115570309106e-06,0.0,29,0.14285714285714285,6.199134804774076e-05,1.4478538105322514e-05,3.7306497688405216e-05,1.0206310435023624e-05,0.0,27,0.14285714285714285,0.00085875962395221,0.0003166993847116828,0.0005375995533540845,4.46065450887545e-06,0.0,11,0.7142857142857143,0.00048548527411185205,5.8614656154531986e-05,0.0004200685361865908,6.802077223255765e-06,0.0,21,0.5714285714285714,2.162235978175886e-05,2.345234861422796e-06,7.922305485408287e-06,1.1354819434927776e-05,0.0,19,0.42857142857142855,3.9656930312048644e-05,5.357015652407426e-06,1.6121153748827055e-05,1.8178761820308864e-05,0.0,20,0.2857142857142857,1.6627889635856263e-05,1.5875193639658391e-06,2.834963652276201e-06,1.2205406164866872e-05,0.0,13,0.42857142857142855,0.00012768551823683083,3.336326335556805e-05,8.713548595551401e-05,7.186772108980222e-06,0.0,16,0.5714285714285714,4.403627826832235e-05,1.7775726519175805e-05,1.4527749954140745e-05,1.1732805432984605e-05,0.0,23,0.5714285714285714,2.3046151909511536e-05,4.742899363918696e-06,1.0129317161045037e-05,8.173937203537207e-06,0.0,22,0.2857142857142857,5.087971658213064e-05,1.3306413165992126e-05,2.8947537430212833e-05,8.625764166936278e-06,0.0,31,0.2857142857142857,1.400761084369151e-05,1.8119005744665628e-06,2.247199972771341e-06,9.948510523827281e-06,0.0,31,0.0,1.9155173504259437e-05,6.863353064545663e-06,5.540436177398078e-06,6.751383352820994e-06,0.0,26,0.14285714285714285,1.9834529666695744e-05,4.5316010073293e-06,6.871224286442157e-06,8.431705282418989e-06,0.0,28,0.14285714285714285
87,4350,7.743505557300523e-05,2.0475536075537093e-05,4.876825914834626e-05,8.191260349121876e-06,0.0,18,0.2857142857142857,2.3894015612313524e-05,5.9397407312644646e-06,9.866727850749157e-06,8.087547939794604e-06,0.0,22,0.14285714285714285,5.3356809075921774e-05,5.4033248488849495e-06,2.5591025405447e-05,2.2362457457347773e-05,0.0,21,0.2857142857142857,3.819684206973761e-05,1.0215089787379839e-05,1.160597093985416e-05,1.6375781342503615e-05,0.0,19,0.2857142857142857,0.00014064970309846103,6.05942914262414e-05,7.147294672904536e-05,8.58246312418487e-06,0.0,20,0.2857142857142857,3.449837095104158e-05,8.549593076168094e-06,1.8601818737806752e-05,7.3469573180773295e-06,0.0,28,0.42857142857142855,2.3821812646929175e-05,3.975404069933575e-06,1.1285650543868542e-05,8.560758033127058e-06,0.0,29,0.14285714285714285,6.2155319028534e-05,1.4647295756731182e-05,3.731812466867268e-05,1.0189902241108939e-05,0.0,27,0.14285714285714285,0.0008542234427295625,0.0003141916240565479,0.0005355729372240603,4.458868261281168e-06,0.0,11,0.7142857142857143,0.00047881307546049356,5.7071581977652386e-05,0.0004149573214817792,6.784153811167926e-06,0.0,21,0.5714285714285714,2.1557088984991424e-05,2.290192696818849e-06,7.948242455313448e-06,1.1318654287606478e-05,0.0,19,0.42857142857142855,3.961016045650467e-05,5.302324098011013e-06,1.619482645764947e-05,1.811300899134949e-05,0.0,20,0.2857142857142857,1.6747893823776394e-05,1.7629713511269074e-06,2.8378631213854533e-06,1.2147060260758735e-05,0.0,13,0.42857142857142855,0.00013392149412538856,3.37051969836466e-05,9.305308049079031e-05,7.163227110140724e-06,0.0,16,0.5714285714285714,4.322591848904267e-05,1.7090816982090473e-05,1.4468138942902442e-05,1.1666958926070947e-05,0.0,23,0.5714285714285714,2.2808977519162e-05,4.919458660879172e-06,9.742353540787008e-06,8.147168045979924e-06,0.0,22,0.2857142857142857,5.025884456699714e-05,1.2874675121565815e-05,2.8816930353059433e-05,8.567240001866594e-06,0.0,31,0.2857142857142857,1.315575991611695e-05,1.0705144859457505e-06,2.171107098547509e-06,9.914138900057878e-06,0.0,31,0.0,1.4238842595659662e-05,2.144338850484928e-06,5.365548076952109e-06,6.728955213475274e-06,0.0,26,0.14285714285714285,1.905198769236449e-05,3.9047026803018525e-06,6.754641617590096e-06,8.392643394472543e-06,0.0,28,0.14285714285714285
88,4400,7.641230331500992e-05,2.0444394976948388e-05,4.7860572522040457e-05,8.107338544505183e-06,0.0,18,0.2857142857142857,2.344666609133128e-05,5.564520506595727e-06,9.838019650487695e-06,8.044125934247859e-06,0.0,22,0.14285714285714285,5.367139237932861e-05,5.2086861614952795e-06,2.6155139494221658e-05,2.2307567633106373e-05,0.0,21,0.2857142857142857,3.7657300708815455e-05,9.876939657260664e-06,1.145398255175678e-05,1.632637759030331e-05,0.0,19,0.2857142857142857,0.0001406802039127797,5.979320121696219e-05,7.232911593746394e-05,8.557879482395947e-06,0.0,20,0.2857142857142857,3.4930439142044634e-05,8.312808859045617e-06,1.9298677216283977e-05,7.318951702472987e-06,0.0,28,0.42857142857142855,2.3719097953289747e-05,4.107842869416345e-06,1.1128397090942599e-05,8.482857992930803e-06,0.0,29,0.14285714285714285,6.202029180712998e-05,1.448383500246564e-05,3.734351776074618e-05,1.0192936315434054e-05,0.0,26,0.14285714285714285,0.0008523044525645673,0.0003141807683277875,0.0005336664034985006,4.4572925617103465e-06,0.0,11,0.7142857142857143,0.000484931719256565,6.383479194482788e-05,0.00041433045407757163,6.766484602849232e-06,0.0,21,0.5714285714285714,2.1734245819970965e-05,2.573593064880697e-06,7.878557880758308e-06,1.128209441958461e-05,0.0,19,0.42857142857142855,4.117476419196464e-05,6.068239144951804e-06,1.6901300114113837e-05,1.820522447815165e-05,0.0,19,0.2857142857142857,1.6573825632804073e-05,1.591364366504422e-06,2.8946567454113392e-06,1.2087804861948825e-05,0.0,13,0.42857142857142855,0.00013287263573147357,3.456089325482026e-05,9.117224544752389e-05,7.139507943065837e-06,0.0,16,0.5714285714285714,4.296035331208259e-05,1.6822868929011747e-05,1.4535951777361333e-05,1.1601532605709508e-05,0.0,23,0.5714285714285714,2.311944444954861e-05,4.962825187249109e-06,1.0036151252279524e-05,8.120468919514678e-06,0.0,22,0.2857142857142857,5.184087058296427e-05,1.3375373782764655e-05,2.994317219418008e-05,8.52232096804073e-06,0.0,31,0.2857142857142857,1.3859319551556837e-05,1.829817847465165e-06,2.1494652173714712e-06,9.8800364867202e-06,0.0,31,0.0,1.5362589692813344e-05,3.340779585414566e-06,5.315569978847634e-06,6.706240583298495e-06,0.0,26,0.14285714285714285,1.9893268472515047e-05,4.64644426756422e-06,6.89370517648058e-06,8.353119483217597e-06,0.0,28,0.14285714285714285
89,4450,7.50799517845735e-05,1.9995559341623448e-05,4.7053028538357466e-05,8.031363904592581e-06,0.0,18,0.2857142857142857,2.3822203729650937e-05,5.846753083460499e-06,9.968833182938397e-06,8.006617463252041e-06,0.0,22,0.14285714285714285,5.263843559077941e-05,5.741761015087832e-06,2.4652606953168288e-05,2.224406853201799e-05,0.0,21,0.2857142857142857,3.7373432860476896e-05,9.73801979853306e-06,1.1360220014466904e-05,1.6275193047476932e-05,0.0,19,0.2857142857142857,0.00013977904745843261,5.86095848120749e-05,7.263635052368045e-05,8.533115760656074e-06,0.0,20,0.2857142857142857,3.496708086458966e-05,8.77865113579901e-06,1.88976337085478e-05,7.290798293979606e-06,0.0,28,0.42857142857142855,2.3741380573483184e-05,4.061171239300165e-06,1.1274467397015542e-05,8.405742846662179e-06,0.0,29,0.14285714285714285,6.179055344546214e-05,1.4210689187166281e-05,3.739675594260916e-05,1.01831110441708e-05,0.0,26,0.2857142857142857,0.0008521550917066634,0.00031560956267639995,0.0005320898490026593,4.455732778296806e-06,0.0,11,0.7142857142857143,0.00047732159146107733,5.7176082918886095e-05,0.00041339738527312875,6.748106898157857e-06,0.0,21,0.5714285714285714,2.4701370421098545e-05,5.484954272105824e-06,7.970626029418781e-06,1.124579011957394e-05,0.0,19,0.42857142857142855,4.054974124301225e-05,5.5651635193498805e-06,1.6777205019025132e-05,1.8207372704637237e-05,0.0,19,0.2857142857142857,1.6481631973874755e-05,1.5733003237983212e-06,2.880183728848351e-06,1.2028147466480732e-05,0.0,13,0.42857142857142855,0.00012976910511497408,3.470178853604011e-05,8.795085886958987e-05,7.116451797628542e-06,0.0,16,0.5714285714285714,4.321685992181301e-05,1.7049773305188864e-05,1.4630379155278206e-05,1.153670746134594e-05,0.0,23,0.5714285714285714,2.2316678951028734e-05,4.703348167822696e-06,9.519908417132683e-06,8.093424185062759e-06,0.0,22,0.2857142857142857,5.3087576816324145e-05,1.4008086509420536e-05,3.060132803511806e-05,8.478164090774953e-06,0.0,31,0.2857142857142857,1.6890582628548145e-05,4.434093170857523e-06,2.610065621411195e-06,9.846424291026779e-06,0.0,31,0.0,1.5024996173451655e-05,3.0222699933801778e-06,5.319567208061926e-06,6.6831585172622e-06,0.0,26,0.14285714285714285,1.895921741379425e-05,3.925576947949594e-06,6.721179943269817e-06,8.312460522574838e-06,0.0,28,0.14285714285714285
90,4500,7.444835500791669e-05,2.0533258066279814e-05,4.5944296289235353e-05,7.97080519987503e-06,0.0,18,0.2857142857142857,2.377780037932098e-05,5.9565390984062105e-06,9.85343740467215e-06,7.967822966747917e-06,0.0,22,0.14285714285714285,5.096385575598106e-05,5.798900474474067e-06,2.2990090656094253e-05,2.217486508016009e-05,0.0,21,0.2857142857142857,3.755508078029379e-05,9.678497008280829e-06,1.165474077424733e-05,1.622184026928153e-05,0.0,19,0.2857142857142857,0.00014144490705803037,6.127604865469038e-05,7.16603608452715e-05,8.508493920089677e-06,0.0,20,0.2857142857142857,3.620062489062548e-05,1.0764319995359983e-05,1.8173835997004062e-05,7.2624693530087825e-06,0.0,28,0.42857142857142855,2.3570622943225317e-05,3.8721955206710845e-06,1.1371572327334434e-05,8.326855095219798e-06,0.0,29,0.14285714285714285,6.121401384007186e-05,1.425223581463797e-05,3.679586370708421e-05,1.0165912499360275e-05,0.0,26,0.2857142857142857,0.0008517645765095949,0.00031577542540617287,0.0005315349553711712,4.454186637303792e-06,0.0,11,0.7142857142857143,0.00047743937466293573,5.745283488067798e-05,0.00041325640631839633,6.7301225499249995e-06,0.0,21,0.5714285714285714,2.136043258360587e-05,2.338772219445673e-06,7.812341209501028e-06,1.1209318472538143e-05,0.0,19,0.42857142857142855,4.093838651897386e-05,5.917437192692887e-06,1.684265589574352e-05,1.8178294340032153e-05,0.0,19,0.2857142857142857,1.6506450265296735e-05,1.6312568504872615e-06,2.916102175731794e-06,1.1959092262259219e-05,0.0,12,0.42857142857142855,0.00013188204320613295,3.467052010819316e-05,9.011842485051602e-05,7.093093699950259e-06,0.0,16,0.5714285714285714,4.227016324875876e-05,1.6325462638633326e-05,1.4471639588009566e-05,1.147306011262117e-05,0.0,23,0.5714285714285714,2.2445059585152194e-05,4.99907855555648e-06,9.37956792768091e-06,8.066413101914804e-06,0.0,22,0.2857142857142857,5.1340481149964035e-05,1.2820886695408262e-05,3.007941268151626e-05,8.44018086354481e-06,0.0,31,0.2857142857142857,1.4061137335374951e-05,2.0090942598471884e-06,2.2393160179490224e-06,9.81272660283139e-06,0.0,31,0.0,1.4357312466017902e-05,2.3803684143786086e-06,5.316888291417854e-06,6.660056442342466e-06,0.0,25,0.14285714285714285,1.9981958757853135e-05,5.115842213854194e-06,6.590892553504091e-06,8.275224899989553e-06,0.0,28,0.14285714285714285
91,4550,7.34435161575675e-05,2.0348739781184122e-05,4.518497735261917e-05,7.909799023764208e-06,0.0,18,0.2857142857142857,2.408229192951694e-05,6.006603598507354e-06,1.0152960385312326e-05,7.92272749094991e-06,0.0,22,0.14285714285714285,5.203307227930054e-05,5.5213931773323566e-06,2.4414650397375226e-05,2.2097026885603555e-05,0.0,21,0.2857142857142857,3.769866452785209e-05,9.78231673798291e-06,1.1749601981136948e-05,1.6166746718226932e-05,0.0,19,0.2857142857142857,0.00014018855290487409,5.895261710975319e-05,7.27520528016612e-05,8.483883902954403e-06,0.0,20,0.2857142857142857,3.522574115777388e-05,9.740078894537874e-06,1.8251725123263896e-05,7.233937594719464e-06,0.0,28,0.42857142857142855,2.353289892198518e-05,3.953212853957666e-06,1.1331399036862422e-05,8.248287485912442e-06,0.0,29,0.14285714285714285,6.227665289770812e-05,1.5369541870313697e-05,3.6767123674508184e-05,1.0139988262380939e-05,0.0,26,0.2857142857142857,0.0008515000808984041,0.0003179062041454017,0.0005291413981467485,4.452474513527704e-06,0.0,11,0.7142857142857143,0.0004733468813356012,5.736757520935498e-05,0.0004092669696547091,6.712351932947058e-06,0.0,21,0.5714285714285714,3.1357889383798465e-05,1.1583618288568687e-05,8.601528861618135e-06,1.1172742233611643e-05,0.0,19,0.42857142857142855,4.080109647475183e-05,5.7905067478714045e-06,1.6880194380064495e-05,1.813039489206858e-05,0.0,19,0.2857142857142857,1.6553107343497686e-05,1.6211114370889845e-06,3.000013521159417e-06,1.1931982953683473e-05,0.0,12,0.5714285714285714,0.00013567641144618392,3.575291339075193e-05,9.285267151426524e-05,7.07083017914556e-06,0.0,16,0.5714285714285714,4.200249532004818e-05,1.6071040590759367e-05,1.452170909033157e-05,1.1409742910473142e-05,0.0,23,0.5714285714285714,2.4747971110627986e-05,6.943660991964862e-06,9.765082722879015e-06,8.039228305278812e-06,0.0,22,0.2857142857142857,5.2563213102985173e-05,1.3695642337552272e-05,3.046261190320365e-05,8.404960681218654e-06,0.0,31,0.2857142857142857,2.7780261007137597e-05,1.4749681213288568e-05,3.251301222917391e-06,9.779278116184287e-06,0.0,31,0.0,1.4370703866006806e-05,2.495348780939821e-06,5.2387381401786115e-06,6.636617399635725e-06,0.0,25,0.14285714285714285,1.8837619791156612e-05,3.992349775217008e-06,6.600086180696962e-06,8.245183380495291e-06,0.0,28,0.14285714285714285
92,4600,7.13359477231279e-05,1.937567867571488e-05,4.411185727803968e-05,7.848418135836255e-06,0.0,18,0.2857142857142857,2.358287929382641e-05,6.173001111164922e-06,9.542461157252546e-06,7.86741657066159e-06,0.0,22,0.14285714285714285,5.1953658839920536e-05,4.9482082431495655e-06,2.502725510566961e-05,2.197819594584871e-05,0.0,20,0.2857142857142857,3.782048588618636e-05,9.86005488812225e-06,1.1850037481053732e-05,1.611039442650508e-05,0.0,19,0.2857142857142857,0.00014163771993480623,6.0659403970930725e-05,7.251864008139819e-05,8.459676791972015e-06,0.0,20,0.2857142857142857,3.316579750389792e-05,8.163426173268817e-06,1.779712147254031e-05,7.20524894859409e-06,0.0,28,0.42857142857142855,2.3828502889955416e-05,4.015555077785393e-06,1.1643531252047978e-05,8.169417924364097e-06,0.0,29,0.14285714285714285,6.100768223404884e-05,1.418000192643376e-05,3.6725305108120665e-05,1.0102378837473225e-05,0.0,26,0.2857142857142857,0.000846344162710011,0.00031563674565404654,0.0005262569757178426,4.450411779544083e-06,0.0,11,0.7142857142857143,0.0004690075875259936,5.6992990721482784e-05,0.00040532031562179327,6.694298008369515e-06,0.0,21,0.5714285714285714,2.1119503799127415e-05,2.273639438499231e-06,7.709903911745641e-06,1.113595953938784e-05,0.0,19,0.42857142857142855,4.077145422343165e-05,5.834029252582695e-06,1.6869344108272344e-05,1.8068079953081906e-05,0.0,19,0.2857142857142857,1.6685469745425507e-05,1.6935941857809667e-06,3.08562539430568e-06,1.1906251529580913e-05,0.0,12,0.5714285714285714,0.0001367170480079949,3.524693238432519e-05,9.442149166716263e-05,7.0486294134752825e-06,0.0,16,0.5714285714285714,4.216034722048789e-05,1.625728873477783e-05,1.4556288988387678e-05,1.1346769497322384e-05,0.0,23,0.5714285714285714,2.1341660612961277e-05,4.132099093112629e-06,9.197525287163444e-06,8.012036232685205e-06,0.0,22,0.2857142857142857,4.91921127832029e-05,1.3096845577820204e-05,2.7723512175725773e-05,8.37175321066752e-06,0.0,30,0.2857142857142857,1.4539748008246534e-05,2.5732076665008208e-06,2.220747546743951e-06,9.745793249749113e-06,0.0,31,0.0,1.4412835298571736e-05,2.6009320208686404e-06,5.199456609261688e-06,6.612446668441407e-06,0.0,25,0.14285714285714285,1.8657192413229495e-05,3.921279585483717e-06,6.52102289677714e-06,8.21489084046334e-06,0.0,28,0.14285714285714285
93,4650,7.011918933130801e-05,1.912315929075703e-05,4.320799052948132e-05,7.788043149048463e-06,0.0,18,0.2857142857142857,2.318491169717163e-05,5.694444553228095e-06,9.65106846706476e-06,7.839399586373474e-06,0.0,22,0.14285714285714285,5.148157652001828e-05,4.961784725310281e-06,2.464940189383924e-05,2.1870388081879355e-05,0.0,20,0.2857142857142857,3.663997631520033e-05,9.343521014670841e-06,1.1245821951888502e-05,1.6050631529651582e-05,0.0,19,0.2857142857142857,0.00014118086255621165,6.141381891211495e-05,7.133227336453274e-05,8.434765732090455e-06,0.0,20,0.2857142857142857,3.305233985884115e-05,7.950021426950116e-06,1.792593320715241e-05,7.176386134233326e-06,0.0,28,0.42857142857142855,2.3262946342583746e-05,3.7703798625443596e-06,1.1401900337659754e-05,8.090666597126983e-06,0.0,29,0.14285714285714285,6.158567703096196e-05,1.4813766938459594e-05,3.6685189115814865e-05,1.008672461466631e-05,0.0,26,0.2857142857142857,0.0008406683336943388,0.00031326140742748976,0.0005229585221968591,4.448334948392585e-06,0.0,11,0.7142857142857143,0.0004711422079708427,5.732945282943547e-05,0.0004071365692652762,6.6761986090568826e-06,0.0,21,0.5714285714285714,2.2057818569010124e-05,3.1343920454673935e-06,7.82405913923867e-06,1.1099366929556709e-05,0.0,19,0.42857142857142855,4.090250877197832e-05,6.06891944698873e-06,1.6832607798278332e-05,1.800098289095331e-05,0.0,19,0.2857142857142857,1.656189124332741e-05,1.6075293842732208e-06,3.0734358915651683e-06,1.1880925740115345e-05,0.0,12,0.5714285714285714,0.00013284588931128383,3.5374720027903095e-05,9.044510807143524e-05,7.026058483461384e-06,0.0,16,0.5714285714285714,4.271692887414247e-05,1.658259679970797e-05,1.4848845239612274e-05,1.1285489563306328e-05,0.0,23,0.5714285714285714,2.109802699123975e-05,4.111095222469885e-06,9.002141268865671e-06,7.984791409398895e-06,0.0,22,0.2857142857142857,5.065086224931292e-05,1.3081179531582166e-05,2.9233216991997324e-05,8.336466635228135e-06,0.0,30,0.42857142857142855,1.4992498108767904e-05,2.976780251628952e-06,2.3029519979900215e-06,9.71276585914893e-06,0.0,31,0.0,1.48198232636787e-05,3.1372960620501544e-06,5.094632797408849e-06,6.587894858967047e-06,0.0,25,0.14285714285714285,1.8396502127870917e-05,3.7730355870735366e-06,6.439035132643767e-06,8.184431862900965e-06,0.0,28,0.14285714285714285
94,4700,7.090726285241544e-05,2.0988049072911963e-05,4.2191768443444744e-05,7.727444426564034e-06,0.0,18,0.2857142857142857,2.3149666958488524e-05,5.8018058552988805e-06,9.536598554404918e-06,7.811263458279427e-06,0.0,22,0.14285714285714285,5.085685188532807e-05,4.732708021037979e-06,2.4365192075492814e-05,2.1758951334049925e-05,0.0,19,0.2857142857142857,3.744042260223068e-05,9.852792572928593e-06,1.159945622930536e-05,1.5988172890502028e-05,0.0,19,0.2857142857142857,0.00013925175881013274,6.0062622651457787e-05,7.077878399286419e-05,8.410357622778974e-06,0.0,20,0.2857142857142857,3.4050404792651534e-05,9.586371561454143e-06,1.731632073642686e-05,7.147712494770531e-06,0.0,28,0.42857142857142855,2.3507414880441502e-05,4.161441665928578e-06,1.1323187209200114e-05,8.022787369554862e-06,0.0,29,0.14285714285714285,0.00011991309293080121,3.066590579692274e-05,7.907740655355155e-05,1.0169774213864002e-05,0.0,25,0.2857142857142857,0.0008363116066902876,0.00031220598611980677,0.0005196594283916056,4.44622901341063e-06,0.0,11,0.7142857142857143,0.00046479018055833876,5.7027264119824395e-05,0.00040110465488396585,6.658269740000833e-06,0.0,21,0.5714285714285714,2.102833241224289e-05,2.2896506379765924e-06,7.676142558921129e-06,1.106253967009252e-05,0.0,19,0.42857142857142855,4.0960156184155494e-05,6.132722319307504e-06,1.688820520939771e-05,1.7939226381713524e-05,0.0,19,0.2857142857142857,1.6458330719615333e-05,1.5686468941567e-06,3.0335822884808294e-06,1.1856101082230452e-05,0.0,12,0.5714285714285714,0.00013390774256549776,3.5678764106705785e-05,9.122486517298967e-05,7.004114650044357e-06,0.0,16,0.5714285714285714,4.298181738704443e-05,1.6691261407686397e-05,1.5066862033563666e-05,1.122369576478377e-05,0.0,23,0.5714285714285714,2.214657433796674e-05,4.885495400230866e-06,9.303285878559109e-06,7.957793059176765e-06,0.0,22,0.2857142857142857,5.036171933170408e-05,1.3561810192186385e-05,2.849986049113795e-05,8.300047738885041e-06,0.0,30,0.42857142857142855,1.366175820294302e-05,1.8860653199226363e-06,2.0959641915396787e-06,9.679728464107029e-06,0.0,31,0.0,1.3823517292621545e-05,2.084640527755255e-06,5.175671049073571e-06,6.563205715792719e-06,0.0,25,0.14285714285714285,1.8086151612806134e-05,3.6261737932363758e-06,6.30664453638019e-06,8.153333510563243e-06,0.0,28,0.14285714285714285
