,epoch,total_0,decoder_0,sindy_x_0,reg_0,sindy_z_0,active_coeffs_0,total_1,decoder_1,sindy_x_1,reg_1,sindy_z_1,active_coeffs_1,total_2,decoder_2,sindy_x_2,reg_2,sindy_z_2,active_coeffs_2,total_3,decoder_3,sindy_x_3,reg_3,sindy_z_3,active_coeffs_3,total_4,decoder_4,sindy_x_4,reg_4,sindy_z_4,active_coeffs_4,total_5,decoder_5,sindy_x_5,reg_5,sindy_z_5,active_coeffs_5,decoder_avg,sindy_x_avg,reg_avg,sindy_z_avg,active_coeffs_avg
81,4050,0.00042142346501350403,0.0002527153992559761,0.00015612030983902514,1.2587753190018702e-05,0.0,14,0.00027202407363802195,0.00011330170673318207,0.00014725590881425887,1.1466435353213456e-05,0.0,12,0.00040327588794752955,0.00029996660305187106,9.158738248515874e-05,1.1721919690899085e-05,0.0,13,0.0005765135865658522,0.00044908112613484263,0.00011911635374417529,8.316150342579931e-06,0.0,13,0.000271907658316195,0.00012457418779376894,0.0001349016820313409,1.2431785762601066e-05,0.0,17,0.0006287627038545907,0.00043159417691640556,0.00018656357133295387,1.0604955605231225e-05,0.0,17,0.00027853886664767436,0.0001392575347078188,1.118816665742391e-05,0.0,14.333333333333332
82,4100,0.0004231774073559791,0.0002547303738538176,0.00015582591004204005,1.2621129826584365e-05,0.0,14,0.0002751791034825146,0.0001186623630928807,0.00014504854334518313,1.1468175216577947e-05,0.0,12,0.0004035363090224564,0.00030051454086788,9.12984978640452e-05,1.1723258467100095e-05,0.0,13,0.0005784311797469854,0.00045274203876033425,0.00011738660396076739,8.302491551148705e-06,0.0,13,0.00026994015206582844,0.00012341032561380416,0.000134075919049792,1.2453895578801166e-05,0.0,17,0.0006312471232376993,0.0004348116344772279,0.00018583229393698275,1.0603160262689926e-05,0.0,17,0.00028081187944432406,0.00013824462803313509,1.1195351817150367e-05,0.0,14.333333333333332
83,4150,0.0004247258184477687,0.000257960258750245,0.00015411643835250288,1.2649117707042024e-05,0.0,14,0.0002760446222964674,0.00012096245336579159,0.00014361616922542453,1.1466006071714219e-05,0.0,12,0.00041090455488301814,0.00030843287822790444,9.074699482880533e-05,1.1724670912371948e-05,0.0,13,0.0005741367349401116,0.0004492398293223232,0.00011660566087812185,8.291212907352019e-06,0.0,13,0.0002679424360394478,0.00012162781786173582,0.0001338412257609889,1.247337058885023e-05,0.0,17,0.0006387706962414086,0.00044276731205172837,0.00018540069868322462,1.0602725524222478e-05,0.0,17,0.0002834984249299547,0.00013738786462151134,1.1201183951925486e-05,0.0,14.333333333333332
84,4200,0.0004312880919314921,0.00026614347007125616,0.00015246609109453857,1.2678534403676167e-05,0.0,14,0.0002675833529792726,0.00011419664224376902,0.0001419177424395457,1.1468984666862525e-05,0.0,12,0.00040893180994316936,0.0003069997765123844,9.020587458508089e-05,1.172615975519875e-05,0.0,13,0.0005768648697994649,0.00044950671144761145,0.0001190800903714262,8.278035238618031e-06,0.0,13,0.00026426929980516434,0.00011934721260331571,0.0001324275799561292,1.249450087925652e-05,0.0,17,0.0006340736290439963,0.0004392483679112047,0.00018422293942421675,1.0602271686366294e-05,0.0,17,0.0002825736967982569,0.00013672005297848955,1.1208081104996381e-05,0.0,14.333333333333332
85,4250,0.0004344629996921867,0.00026927574072033167,0.00015248393174260855,1.2703331776720006e-05,0.0,14,0.0002677168813534081,0.00011592204100452363,0.000140325166285038,1.1469667697383557e-05,0.0,12,0.00040463832556270063,0.0003030702646356076,8.984136366052553e-05,1.1726699995051604e-05,0.0,13,0.0005755749298259616,0.0004507127741817385,0.00011659513256745413,8.266985787486192e-06,0.0,13,0.0002660544996615499,0.00012183122453279793,0.00013170808961149305,1.2515206435637083e-05,0.0,17,0.0006349883042275906,0.0004410365072544664,0.0001833495043683797,1.0602306247164961e-05,0.0,17,0.0002836414253882443,0.0001357171980392498,1.1214032989907233e-05,0.0,14.333333333333332
86,4300,0.00044243279262445867,0.0002780504000838846,0.00015165483637247235,1.2727550711133517e-05,0.0,13,0.000267396419076249,0.0001173750642919913,0.00013855051656719297,1.1470824574644212e-05,0.0,12,0.0004132618778385222,0.0003123516507912427,8.918278035707772e-05,1.1727443961717654e-05,0.0,13,0.0005757392500527203,0.0004477699985727668,0.0001197159945149906,8.253279702330474e-06,0.0,13,0.00027301014051772654,0.00012919504661113024,0.0001312815584242344,1.2533531844383106e-05,0.0,17,0.0006333462079055607,0.00044014796731062233,0.00018259737407788634,1.0600811037875246e-05,0.0,17,0.0002874816879436063,0.0001354971767189757,1.1218906972014034e-05,0.0,14.166666666666666
87,4350,0.0004608198651112616,0.00029743349296040833,0.00015063202590681612,1.275435624847887e-05,0.0,13,0.00026588267064653337,0.00011736553278751671,0.0001370437239529565,1.1473411177576054e-05,0.0,12,0.00040747266029939055,0.00030703938682563603,8.870691090123728e-05,1.1726367119990755e-05,0.0,13,0.0005787858972325921,0.00045220888569019735,0.0001183351268991828,8.241874638770241e-06,0.0,13,0.0002630426315590739,0.00012022481678286567,0.00013026452506892383,1.255329971172614e-05,0.0,17,0.0006265895208343863,0.0004348004295025021,0.00018118922889698297,1.0599826055113226e-05,0.0,17,0.0002881787574248543,0.0001343619236043499,1.1224855825275881e-05,0.0,14.166666666666666
88,4400,0.0004653802316170186,0.0003031423839274794,0.0001494578755227849,1.2779973076249007e-05,0.0,13,0.00026376487221568823,0.00011671185347950086,0.00013558009231928736,1.1472934602352325e-05,0.0,12,0.00042024959111586213,0.00032026213011704385,8.825992699712515e-05,1.1727545825124253e-05,0.0,13,0.0005802788655273616,0.00045443253475241363,0.00011761728092096746,8.229021659644786e-06,0.0,13,0.0002603514294605702,0.00011785304377553985,0.00012992569827474654,1.2572671039379202e-05,0.0,17,0.0006257032509893179,0.0004348948714323342,0.0001802103506634012,1.0598055268928874e-05,0.0,17,0.0002912161362473853,0.00013350853744971875,1.1230033578613074e-05,0.0,14.166666666666666
89,4450,0.0004686993488576263,0.00030633516144007444,0.0001495580654591322,1.2806118320440874e-05,0.0,13,0.00026564710424281657,0.00011992066720267758,0.00013425455836113542,1.1471872312540654e-05,0.0,12,0.0004037429753225297,0.00030415080254897475,8.78651553648524e-05,1.1727021956176031e-05,0.0,13,0.0005794506869278848,0.00045244902139529586,0.00011878365330630913,8.218017683248036e-06,0.0,13,0.0002606507623568177,0.00011922559497179464,0.00012883366434834898,1.2591524864546955e-05,0.0,17,0.0006284300470724702,0.00043803491280414164,0.00017979727999772877,1.0597871550999116e-05,0.0,17,0.0002900193600604931,0.00013318206280625114,1.1235404447991943e-05,0.0,14.166666666666666
90,4500,0.00045805121771991253,0.0002978420234285295,0.00014737974561285228,1.2829427760152612e-05,0.0,13,0.0002608220966067165,0.00011685334175126627,0.0001324942277278751,1.1474520761112217e-05,0.0,12,0.00041176064405590296,0.00031267208396457136,8.736327436054125e-05,1.1725278454832733e-05,0.0,13,0.0005815924378111959,0.00045573816169053316,0.00011764764349209145,8.206614438677207e-06,0.0,13,0.00025671004550531507,0.00011569601338123903,0.0001284043537452817,1.2609662917384412e-05,0.0,17,0.000632728508207947,0.0004430640547070652,0.00017906766152009368,1.0596761057968251e-05,0.0,17,0.00029031094648720074,0.00013205948440978924,1.1240377565021237e-05,0.0,14.166666666666666
91,4550,0.0004610224859789014,0.0003018024726770818,0.00014636693231295794,1.2853054613515269e-05,0.0,13,0.00026168717886321247,0.00011844192340504378,0.0001317699352512136,1.1475309293018654e-05,0.0,12,0.00040986211388371885,0.00031104774097912014,8.708977838978171e-05,1.172458996734349e-05,0.0,13,0.0005791439907625318,0.00045388645958155394,0.00011706288933055475,8.19466822576942e-06,0.0,13,0.00025501399068161845,0.00011422722309362143,0.00012816052185371518,1.2626259376702365e-05,0.0,17,0.0006278942455537617,0.0004388342204038054,0.00017846371338237077,1.0596287211228628e-05,0.0,17,0.0002897066733567044,0.00013148562842009898,1.1245028114596304e-05,0.0,14.166666666666666
92,4600,0.00046364322770386934,0.0003045982157345861,0.00014616959379054606,1.2875425454694778e-05,0.0,13,0.00026309347595088184,0.0001220282501890324,0.00012959138257429004,1.1473849554022308e-05,0.0,12,0.0004069605201948434,0.00030854810029268265,8.668955706525594e-05,1.1722875569830649e-05,0.0,13,0.0005801483639515936,0.000455778295872733,0.00011618553980952129,8.184544640243985e-06,0.0,13,0.0002585510956123471,0.00011854121112264693,0.00012736661301460117,1.2643289664993063e-05,0.0,17,0.0006314165075309575,0.000443292927229777,0.00017752819985616952,1.0595360436127521e-05,0.0,17,0.000292131166740243,0.00013058848101839732,1.1249224219985383e-05,0.0,14.166666666666666
93,4650,0.00046307119191624224,0.00030461233109235764,0.00014556196401827037,1.2896904991066549e-05,0.0,13,0.0002555533719714731,0.00011381391959730536,0.00013026868691667914,1.1470764547993895e-05,0.0,12,0.00040966831147670746,0.00031139468774199486,8.655248529976234e-05,1.1721125702024437e-05,0.0,13,0.0005809012800455093,0.00045625510392710567,0.00011647414794424549,8.172008165274747e-06,0.0,13,0.0002501131675671786,0.00011097743117716163,0.00012647516268771142,1.2660573702305555e-05,0.0,17,0.0006400910206139088,0.00045241255429573357,0.00017708441009745002,1.0594002560537774e-05,0.0,17,0.00029157767130527645,0.00013040280949401978,1.1252563278200492e-05,0.0,14.166666666666666
94,4700,0.00046523730270564556,0.00030701261130161583,0.0001453055301681161,1.2919151231471915e-05,0.0,13,0.0002630975504871458,0.00012360891560092568,0.00012802174023818225,1.146687372965971e-05,0.0,12,0.0004067949193995446,0.000308705260977149,8.636959682917222e-05,1.1720067959686276e-05,0.0,13,0.0005857212818227708,0.0004617874510586262,0.00011577190889511257,8.161910955095664e-06,0.0,13,0.0002489413018338382,0.0001102071109926328,0.0001260571734746918,1.2677024642471224e-05,0.0,17,0.0006220000213943422,0.0004358002624940127,0.0001756078127073124,1.059195346897468e-05,0.0,17,0.00029118693540416035,0.00012952229371876456,1.125616366455991e-05,0.0,14.166666666666666
95,4750,0.0004705740138888359,0.00031253279303200543,0.00014510119217447937,1.2940040505782235e-05,0.0,13,0.0002593640820123255,0.0001204735817736946,0.0001274257811019197,1.146473459812114e-05,0.0,12,0.00041253279778175056,0.0003145185182802379,8.629642252344638e-05,1.171788517240202e-05,0.0,13,0.0005851217429153621,0.0004619336104951799,0.00011503700807224959,8.15110070107039e-06,0.0,13,0.0002538740518502891,0.00011575774988159537,0.00012542447075247765,1.2691828487731982e-05,0.0,17,0.0006280164234340191,0.0004418790340423584,0.00017554608348291367,1.0591273166937754e-05,0.0,17,0.00029451588125084527,0.00012913849301791439,1.125947710534092e-05,0.0,14.166666666666666
96,4800,0.00047056793118827045,0.0003144164220429957,0.00014319251931738108,1.295897709496785e-05,0.0,13,0.00026106598670594394,0.00012318947119638324,0.00012641500507015735,1.1461529538792092e-05,0.0,12,0.00041509410948492587,0.000317410595016554,8.59676074469462e-05,1.1715880646079313e-05,0.0,13,0.0005883743870072067,0.0004645144799724221,0.00011571905633900315,8.140854333760217e-06,0.0,13,0.0002519663539715111,0.00011434972111601382,0.00012490915833041072,1.270746815862367e-05,0.0,17,0.0006230902508832514,0.0004376764118205756,0.00017482333350926638,1.0590495548967738e-05,0.0,17,0.0002952595168608241,0.0001285044466688608,1.1262534220198479e-05,0.0,14.166666666666666
97,4850,0.00047101100790314376,0.00031496843439526856,0.00014306533557828516,1.2977257938473485e-05,0.0,13,0.00026224073371849954,0.00012539682211354375,0.00012538304144982249,1.1460890164016746e-05,0.0,12,0.00041407247772440314,0.0003165635862387717,8.579531277064234e-05,1.1713603271346074e-05,0.0,13,0.0005849716835655272,0.00046259377268143,0.00011424830881878734,8.129579327942338e-06,0.0,13,0.0002446175494696945,0.00010784568439703435,0.00012404836888890713,1.2723505278700031e-05,0.0,17,0.000625536369625479,0.00044090632582083344,0.00017404068785253912,1.058938869391568e-05,0.0,17,0.0002947124376078136,0.00012776350922649726,1.1265704112399058e-05,0.0,14.166666666666666
98,4900,0.000472803512820974,0.00031691338517703116,0.00014289177488535643,1.2998355487070512e-05,0.0,13,0.0002617466379888356,0.00012524210615083575,0.00012504782353062183,1.1456729225756135e-05,0.0,12,0.00041255823452956975,0.0003150896227452904,8.575829997425899e-05,1.1710304534062743e-05,0.0,13,0.000586114008910954,0.0004648678586818278,0.00011312682181596756,8.119336598610971e-06,0.0,13,0.00024161431065294892,0.00010574161569820717,0.00012313437764532864,1.273833004233893e-05,0.0,17,0.0006254790932871401,0.00044181273551657796,0.0001730793883325532,1.0587003998807631e-05,0.0,17,0.00029494455399496167,0.0001271730810306811,1.1268343314441154e-05,0.0,14.166666666666666
99,4950,0.0004754147375933826,0.0003207955160178244,0.00014160438149701804,1.3014822798140813e-05,0.0,13,0.0002614540862850845,0.00012558107846416533,0.00012441855506040156,1.1454465493443422e-05,0.0,12,0.00041503875399939716,0.00031771452631801367,8.561694994568825e-05,1.1707273188221734e-05,0.0,13,0.0005825268453918397,0.000462746451376006,0.00011167052434757352,8.109876944217831e-06,0.0,13,0.00024449420743621886,0.00010880185436690226,0.00012293933832552284,1.275301656278316e-05,0.0,17,0.0006302386173047125,0.00044689883361570537,0.00017275418213102967,1.0585579730104655e-05,0.0,17,0.00029708971002643614,0.0001265006552178723,1.1270839119485268e-05,0.0,14.166666666666666
100,5000,0.0004743265744764358,0.0003209124261047691,0.0001403812930220738,1.303284261666704e-05,0.0,13,0.0002661017351783812,0.00013090921856928617,0.00012373940262477845,1.1453121260274202e-05,0.0,12,0.0004197597736492753,0.00032245079637505114,8.560433343518525e-05,1.1704640201060101e-05,0.0,13,0.0005842712707817554,0.00046512350672855973,0.00011104864825028926,8.099141268758103e-06,0.0,13,0.0002502432034816593,0.00011499538231873885,0.0001224807056132704,1.2767135558533482e-05,0.0,17,0.0006224124226719141,0.0004400976176839322,0.000171730323927477,1.0584501069388352e-05,0.0,17,0.00029908149129672285,0.0001258307844788457,1.1273563662446879e-05,0.0,14.166666666666666
